05/06/2024 08:55:38,26.20
05/06/2024 08:56:26,26.20
05/06/2024 08:57:26,26.20
05/06/2024 08:58:26,26.20
05/06/2024 08:59:26,26.20
05/06/2024 09:00:26,26.20
05/06/2024 09:01:26,26.20
05/06/2024 09:02:26,26.20
05/06/2024 09:03:26,26.20
05/06/2024 09:04:12,0.00
05/06/2024 09:05:00,33.90
05/06/2024 09:05:59,33.90
05/06/2024 09:06:59,33.90
05/06/2024 09:07:48,33.90
05/06/2024 09:07:59,27.40
05/06/2024 09:08:07,27.40
05/06/2024 09:08:19,27.20
05/06/2024 09:08:59,27.10
05/06/2024 09:09:59,27.10
05/06/2024 09:11:24,26.20
05/06/2024 09:12:15,26.20
05/06/2024 09:13:00,26.20
05/06/2024 09:13:06,33.80
05/06/2024 09:13:15,34.00
05/06/2024 09:13:16,33.60
05/06/2024 09:14:01,33.60
05/06/2024 09:14:05,30.40
05/06/2024 09:14:15,30.30
05/06/2024 09:15:16,30.30
05/06/2024 09:16:15,30.30
05/06/2024 09:17:15,30.30
05/06/2024 09:43:39,27.40
05/06/2024 09:44:42,27.60
05/06/2024 09:48:37,27.50
05/06/2024 09:49:39,27.50
05/06/2024 09:51:31,27.60
05/06/2024 09:52:17,27.60
05/06/2024 09:52:26,27.60
05/06/2024 09:53:13,30.20
05/06/2024 09:53:17,31.30
05/06/2024 09:54:17,31.30
05/06/2024 09:55:17,31.30
05/06/2024 09:56:17,31.30
05/06/2024 09:57:17,31.30
05/06/2024 09:58:17,31.30
05/06/2024 09:59:17,31.30
05/06/2024 10:00:49,32.20
05/06/2024 10:00:55,32.20
05/06/2024 10:01:09,32.10
05/06/2024 10:01:57,29.80
05/06/2024 10:02:02,29.80
05/06/2024 10:02:45,29.60
05/06/2024 10:03:45,29.60
05/06/2024 10:04:45,29.60
05/06/2024 10:06:07,26.70
05/06/2024 10:06:53,26.70
05/06/2024 10:07:53,26.70
05/06/2024 10:08:53,26.70
05/06/2024 10:09:53,26.70
05/06/2024 10:11:16,27.40
05/06/2024 10:12:02,27.40
05/06/2024 10:13:23,27.60
05/06/2024 10:14:11,27.60
05/06/2024 10:15:11,27.60
05/06/2024 10:16:11,27.60
05/06/2024 10:17:11,27.60
05/06/2024 10:17:56,27.60
05/06/2024 10:18:11,28.60
05/06/2024 10:19:11,28.60
05/06/2024 10:20:11,28.60
05/06/2024 10:20:45,28.60
05/06/2024 10:21:11,29.00
05/06/2024 10:21:45,29.00
05/06/2024 10:22:06,29.00
05/06/2024 10:22:11,29.00
05/06/2024 10:23:05,29.00
05/06/2024 10:23:57,29.00
05/06/2024 10:25:09,29.20
05/06/2024 10:25:23,29.20 (onDemand)
05/06/2024 10:26:00,29.20
05/06/2024 10:27:00,29.20
